"address","GreenLeader_Observed","GreenLeader_Predictions","lng","lat"
"Avda. del Castillo, Sn, 35610 Caleta de Fuste, Antigua, Fuerteventura Spain",1,1,-13.8582065,28.3979231
"Avda. del Mar, 18, 08398 Santa Susanna Spain",0,0,2.7246429,41.6352864
"Ave Charles De Gaulle Cs 10525, 73100, Aix-les-Bains France",0,1,5.911462,45.688668
"Avenida 1 de Maio 16, Seia 6270-479 Portugal",0,0,-7.7048013,40.4185704
"Avenida 10 de Maio, Ponta Do Sol, Madeira 9360-209 Portugal",0,0,-17.104254,32.679527
"Avenida 25 de Abril 25, Albufeira 8200-015 Portugal",0,0,-8.2505681,37.0884266
"Avenida 25 de Abril 26, Albufeira 8200-014 Portugal",0,0,-8.2502476,37.0879703
"Avenida 5 de Outubro 18, Fafe 4820-115 Portugal",0,0,-8.1708072,41.4540596
"Avenida Adeje 300 S/n Playa Paraiso, 38678, Adeje, Tenerife Spain",0,1,-16.7703667,28.1217389
"Avenida Adrian Campos Suner s/n, 46600 Alzira Spain",0,0,-0.4396068,39.1568484
"Avenida Alcalde Alvaro Domecq 10 The Avenue, 11402 Jerez De La Frontera Spain",0,1,-6.133118,36.691771
"Avenida Alcalde Juan Ramon Soto Morales s/n, 35610 Caleta de Fuste, Antigua, Fuerteventura Spain",0,1,-13.8591419,28.3996158
"Avenida Almirante Reis 64, Lisbon 1150-020 Portugal",0,1,-9.134733,38.7271382
"Avenida Almirante Reis 86 3esq, Lisbon 1150-021 Portugal",1,0,-9.1345237,38.728689
"Avenida Almirante Reis 98 Centro, Lisbon 1150-022 Portugal",0,0,-9.1343139,38.7304165
"Avenida Alpujarra 15, 18420 Lanjaron Spain",0,0,-3.4868191,36.9179471
"Avenida Alpujarra 30, 18420 Lanjaron Spain",0,0,-3.4883028,36.9187146
"Avenida Alpujarra 42, 18420 Lanjaron Spain",0,0,-3.489272,36.9189684
"Avenida Ametlla de Mar 12, 03503 Benidorm Spain",0,1,-0.1067725,38.535887
"Avenida Andalucia 35, 21100 Punta Umbria Spain",0,0,-6.9668413,37.1810364
"Avenida Antilla 15 Avda de La Antilla, 15, 21449 La Antilla Spain",0,0,-7.217613,37.2058915
"Avenida Antonio Augusto de Aguiar 25 1 Esq., Lisbon 1050-012 Portugal",0,0,-9.1518853,38.7314792
"Avenida Antonio Augusto de Aguiar 80, Lisbon 1050-018 Portugal",0,0,-9.1512027,38.7314043
"Avenida Antonio Machado 22, 29630, Benalmadena Spain",0,1,-4.5181575,36.5984153
"Avenida Antonio Machado 43, 29630, Benalmadena Spain",0,0,-4.5204083,36.5953076
"Avenida Ayora 35, 02640 Almansa Spain",0,1,-1.100156,38.877192
"Avenida Balneari, 4-6, 43880 Coma Ruga Spain",0,0,1.5242667,41.1818768
"Avenida Barrerillo 7, 41930 Bormujos Spain",0,0,-6.0708333,37.3791667
"Avenida Beiramar 57-59, 36202 Vigo Spain",0,0,-8.7342099,42.23182
"Avenida Bon Temps 23, 07560 Cala Millor, Majorca Spain",0,0,3.3815886,39.5972655
"Avenida Bonn 12, 35100 Playa del Ingles, Maspalomas, Gran Canaria Spain",0,0,-15.5722707,27.7550816
"Avenida Bruselas, 8, 38670, Adeje, Tenerife Spain",0,1,-16.734913,28.089504
"Avenida Buenos Aires 41, 18500 Guadix Spain",0,0,-3.132997,37.306379
"Avenida Calonge,S/N, 07660 Cala d'Or, Majorca Spain",0,0,3.2270111,39.3739014
"Avenida Calvo Sotelo 28, 24500 Villafranca del Bierzo Spain",0,0,-6.8138735,42.6036654
"Avenida Campanar 90, 46015, Valencia Spain",0,1,-0.3934766,39.4807268
"Avenida Canarias 264, 35110 Vecindario, Gran Canaria Spain",0,0,-15.4426315,27.8489294
"Avenida Cantabria 22, 39012 Santander Spain",0,0,-3.7953122,43.478504
"Avenida Cardenal Benlloch 28, 46021, Valencia Spain",0,1,-0.3556268,39.4684752
"Avenida Cardones 1-3, 35130 Puerto Rico, Gran Canaria Spain",0,0,-15.7099397,27.7930438
"Avenida Carlos Cano s/n (Frente a la Plaza de Toros La Montera), 11370 Los Barrios Spain",0,0,-5.4883743,36.1779674
"Avenida Carlota Alessandri 180, 29620 Torremolinos Spain",0,0,-4.5081889,36.6092189
"Avenida Castaneu 26, 33540 Arriondas Spain",0,0,-5.18929,43.39312
"Avenida Castilla 38 Avenida de Castilla, nº 38, 15319 Betanzos Spain",0,0,-8.2131234,43.2784298
"Avenida Castilla y Leon 104, 05440 Piedralaves Spain",0,0,-4.69373,40.31744
"Avenida Central, Braga 4710-228 Portugal",0,0,-8.4202543,41.5518242
"Avenida Cerro da Vila lote 42, Vilamoura, Quarteira 8125-407 Portugal",0,0,-8.1226124,37.079203
"Avenida Cervantes 14, 14008 Cordoba Spain",0,0,-4.7847455,37.8884129
"Avenida Cesar Augusto 13, 50004 Zaragoza Spain",1,0,-0.8864557,41.6511455
"Avenida Cesar Augusto 27, 50004 Zaragoza Spain",0,0,-0.8846835,41.6532425
"Avenida Chapi 38 Plaza de la Ficia, 03600 Elda Spain",0,0,-0.7941956,38.4732296
"Avenida Ciudad de Pescia s/n, 29780 Nerja Spain",0,0,-3.8739848,36.7550672
"Avenida Colon S/N, 07458 Ca'n Picafort, Majorca Spain",0,0,3.1505693,39.7678005
"Avenida Coma s/n, 07560 Cala Millor, Majorca Spain",0,0,3.3831165,39.5939361
"Avenida Coma, 45, 07560 Cala Millor, Majorca Spain",0,0,3.3842265,39.5892652
"Avenida Conde da Carreira 28, Viana do Castelo 4900-343 Portugal",0,0,-8.8314087,41.6944437
"Avenida Condes de San Isidro 68, 29640 Fuengirola Spain",0,0,-4.6263318,36.5362109
"Avenida Constitucion 56, 41640 Osuna Spain",0,0,-5.0921139,37.2334375
"Avenida Constitucion 67 Los Narejos, 30710 Los Alcazares Spain",0,0,-0.83982,37.7575
"Avenida Constitucion 75, 28821 Coslada Spain",0,0,-3.5607493,40.4280357
"Avenida Cornisa 16, 35130 Puerto Rico, Gran Canaria Spain",0,0,-15.7119444,27.7912253
"Avenida Costa 44, 33205, Gijon Spain",0,0,-5.6607415,43.5370092
"Avenida Costa Brava, 34, 17258 L'Estartit Spain",0,0,3.1929202,42.0486292
"Avenida Cristobal Colon, 12, 08380 Malgrat de Mar Spain",0,0,2.7252778,41.6386111
"Avenida Cristofol Colom 104, 07560 Cala Millor, Majorca Spain",0,0,3.38028,39.59428
"Avenida Cristofol Colom 92 Entrance on Calle Llum N 14, 07560 Cala Millor, Majorca Spain",0,0,3.3811643,39.5961635
"Avenida Cristofol Colom s/n Urb. Son Moro, 07560 Cala Millor, Majorca Spain",0,0,3.3812766,39.5953514
"Avenida Damian Tellez Lafuente 15, 06010 Badajoz Spain",0,1,-6.9725059,38.8659658
"Avenida De Las Americas Playa del Camison, 38660 Playa de las Americas, Arona, Tenerife Spain",0,1,-16.731289,28.0530528
"Avenida De Las Marismas 3, 35610, Antigua, Fuerteventura Spain",0,1,-13.86606,28.3842105
"Avenida De Las Playas 51, 35572 Puerto Del Carmen, Lanzarote Spain",0,0,-13.6469933,28.9205103
"Avenida De Los Marrero, 4, 31538 Puerto de Mogan, Mogan, Gran Canaria Spain",0,1,-15.7580406,27.8242927
"Avenida Derramador 4, 03503 Benidorm Spain",0,1,-0.1103525,38.537443
"Avenida Diagonal 161-163, 08018 Barcelona Spain",0,1,2.1962274,41.4053211
"Avenida Diagonal 41, 07458 Ca'n Picafort, Majorca Spain",0,0,3.1674391,39.7596592
"Avenida Diagonal 414, 08037 Barcelona Spain",0,0,2.1648986,41.3982344
"Avenida Diagonal del Pais Valencia 49, 46400 Cullera Spain",0,0,-0.2469595,39.1622775
"Avenida Diputacion 147 Avenida Diputación 138, 43850 Cambrils Spain",0,0,1.1034186,41.0716599
"Avenida Diputacion, 190, 43850 Cambrils Spain",0,0,1.1151051,41.0737517
"Avenida Diputacion, 195, 43850 Cambrils Spain",0,0,1.1147305,41.0743063
"Avenida Doctor Fleming 49A, 41400 Ecija Spain",0,0,-5.0736957,37.5424005
"Avenida Doctor Fleming S/n, 07820, Sant Antoni de Portmany, Ibiza Spain",0,0,1.3070299,38.9786318
"Avenida Doctor Severo Ochoa 34 Rincon de Loix, 03503 Benidorm Spain",0,1,-0.1015318,38.5450257
"Avenida Dom Afonso Henriques 354, Matosinhos 4450-009 Portugal",0,0,-8.6851801,41.1857996
"Avenida Dom Afonso Henriques 740, Guimaraes 4810-431 Portugal",0,0,-8.2959467,41.4359887
"Avenida Dom Carlos I Fortaleza da Cidadela, Cascais 2750-310 Portugal",0,1,-9.419282,38.6936493
"Avenida Dom Joao III 29, Ponta Delgada, Sao Miguel 9500-310 Portugal",0,0,-25.657088,37.74609
"Avenida Dom Jose Alves Correia da Silva Lt. 2 Urbanização das Azinheiras, Fatima 2495-402 Portugal",0,0,-8.6746055,39.6275693
"Avenida Dom Manuel Figueira Freire da Camara, Caldas da Rainha 2500-184 Portugal",0,1,-9.136354,39.401249
"Avenida Doutor Brandao de Vasconcelos, Sintra 2705-182 Portugal",0,0,-9.4571331,38.8025467
"Avenida Doutor Manuel de Arriaga s/n, Furnas, Povoacao, Sao Miguel 9675-022 Portugal",0,0,-25.304408,37.770919
"Avenida Dr Barahona 2, Evora 7005-150 Portugal",0,0,-7.9080102,38.5652095
"Avenida Duque de Abrantes 84, 11407 Jerez De La Frontera Spain",0,0,-6.1319069,36.697231
"Avenida Duque de Loule 45, Lisbon 1050-086 Portugal",0,0,-9.145153,38.7278904
"Avenida Eduardo Dato 49 Nervion, 41018 Seville Spain",0,1,-5.9752666,37.3839109
"Avenida Elias Garcia 87 Avenidas Novas, Lisbon 1050-097 Portugal",0,0,-9.1474661,38.7389639
"Avenida Engenheiro Duarte Pacheco, Chaves 5400-223 Portugal",0,0,-7.4617105,41.7348302
"Avenida Engenheiro Eduardo Arantes e Oliveira, Esposende 4740-204 Portugal",0,0,-8.783793,41.5337712
"Avenida Ernesto Che Guevara 81C, 15172 Oleiros Spain",0,0,-8.3726453,43.338374
"Avenida Ernesto Sarti 18, 38660, Adeje, Tenerife Spain",0,1,-16.7304291,28.086127
"Avenida Es Calo, 64-70 Cala de Bou, 07830, Sant Josep de Sa Talaia, Ibiza Spain",0,0,1.2866295,38.9707572
"Avenida Es Canar, 138, 07840 Es Canar, Santa Eulalia del Rio, Ibiza Spain",0,0,1.578507,38.999813
"Avenida Espana 5, 38660, Adeje, Tenerife Spain",0,0,-16.7338491,28.0799996
"Avenida Espana 68, 29680, Estepona Spain",0,0,-5.1422092,36.4263723
"Avenida Espanoles 17, 03188 La Mata Spain",0,0,-0.6536285,38.0190474
"Avenida Estacio Entrador 155 15, 12598 Peniscola Spain",0,0,0.3848857,40.3778993
"Avenida Estocolmo 17 Rincon de Loix, 03503 Benidorm Spain",0,0,-0.104873,38.5364632
"Avenida Eugenio Sequeiros 30, 36940, Cangas do Morrazo Spain",0,0,-8.78257,42.2639
"Avenida Europa 2, 03710 Calpe Spain",0,1,0.0538209,38.6434724
"Avenida Europa 21, 03710 Calpe Spain",0,0,0.0625975,38.6421937
"Avenida Europa 23 Fincas Arena, Corner with C/ Esperanto, 03503 Benidorm Spain",0,0,-0.1206561,38.5419464
"Avenida Europa 3, 07600 El Arenal, Majorca Spain",0,0,2.7541348,39.4990307
"Avenida Europa 6, 07600 El Arenal, Majorca Spain",0,0,2.7547653,39.4973676
"Avenida Europa 9, 07600 El Arenal, Majorca Spain",0,0,2.7552835,39.4974385
"Avenida Extremadura 13 Santiponce, 41970 Seville Spain",0,0,-6.0439593,37.4440242
"Avenida Familia Betancourt y Molina 32, 38400 Puerto de la Cruz, Tenerife Spain",0,0,-16.5426057,28.4177156
"Avenida Faro Pechiguera 1, 35580 Playa Blanca, Lanzarote Spain",0,0,-13.8347041,28.8675361
"Avenida Federico Garcia Lorca 153, 04008, Almeria Spain",0,0,-2.4588257,36.8449781
"Avenida Ferran Agullo 6 Esq. San Vicente 5, 17320 Tossa de Mar Spain",0,0,2.9291556,41.7214693
"Avenida Ferrandis Salvador 184, 12560 Benicasim Spain",0,0,0.0447229,40.0307332
"Avenida Fialho de Almeida, Beja 7800-395 Portugal",0,0,-7.86485,38.0084402
"Avenida Filipinas 12, 03503 Benidorm Spain",0,1,-0.1132728,38.5392786
"Avenida Fisterra 82, 15270 Cee Spain",0,0,-9.19312,42.956574
"Avenida Foietes 2, 03502 Benidorm Spain",0,0,-0.1351739,38.5414018
"Avenida Francia 11, 46023, Valencia Spain",1,1,-0.3525887,39.4608782
"Avenida Francia 3, 35100 Playa del Ingles, Maspalomas, Gran Canaria Spain",0,0,-15.5759556,27.7510164
"Avenida Fuente de Banos 28, 12448 Montanejos Spain",0,0,-0.5244143,40.0697024
"Avenida Garcia Barbon 17-19, 36201 Vigo Spain",0,1,-8.7185664,42.237484
"Avenida Garcia Barbon 42-44, 36201 Vigo Spain",0,0,-8.7151046,42.2367105
"Avenida Gasteiz 79, 01009 Vitoria-Gasteiz Spain",0,1,-2.6812059,42.8508165
"Avenida Gaudi, 28 Avenida Gaudí, 28, 08025 Barcelona Spain",0,0,2.1745744,41.4066309
"Avenida General 43 Airport / Barajas Barajas / Airport, 28042 Madrid Spain",0,0,-3.5675982,40.4983322
"Avenida General de Sousa, 89, Setubal 2900 Portugal",0,0,-8.8987823,38.5290472
"Avenida Gimeno Tomas 3, 12560 Benicasim Spain",0,0,0.0508139,40.0391849
"Avenida Golf 4, 07180 Santa Ponsa, Calvia, Majorca Spain",0,0,2.4843056,39.512761
"Avenida Gran Canaria, 46-50, 35100 Playa del Ingles, Maspalomas, Gran Canaria Spain",0,0,-15.581505,27.7564769
"Avenida Gran Via 21, 21200 Aracena, Sierra de Aracena and Picos de Aroche Natural Park Spain",0,0,-6.56377,37.89356
"Avenida Grandes Playas S/N, 35660 Corralejo, La Oliva, Fuerteventura Spain",0,0,-13.857737,28.7301433
"Avenida Grandes Playas, 35660 Corralejo, La Oliva, Fuerteventura Spain",0,0,-13.857737,28.7301433
"Avenida Henry Cotton Quatro Estradas de Alvor, Portimao 8500-308 Portugal",0,0,-8.5671037,37.1298938
"Avenida Herois do Ultramar 185, Pombal 3100-462 Portugal",0,0,-8.6172485,39.9188365
"Avenida Holandeses s/n, 03188 La Mata Spain",0,0,-0.6550631,38.0225467
"Avenida Huesca, Ag. Formigal s/n, 22640 Formigal, Sallent de Gallego Spain",0,0,-0.3579619,42.7738517
"Avenida Infante Dom Henrique 10, Monte Gordo 8900-413 Portugal",0,0,-7.4494101,37.1794625
"Avenida Infante Dom Henrique 734, Ovar 3880-355 Portugal",0,0,-8.6755517,40.8751655
"Avenida Instituto Obrero de Valencia 20, 46013, Valencia Spain",0,0,-0.3581762,39.455388
"Avenida Islas Canarias 19, 35660 Corralejo, La Oliva, Fuerteventura Spain",0,0,-13.8706735,28.7217678
"Avenida Italia 31, 1a planta, 37006 Salamanca Spain",0,0,-5.6660499,40.9712379
"Avenida Jablillo 12, 35508 Costa Teguise, Lanzarote Spain",0,0,-13.4903332,28.9956002
"Avenida Jahn Reisen s/n, 35627 Costa Calma, Pajara, Fuerteventura Spain",0,1,-14.2286134,28.1613863
"Avenida Jaume I, 86, 07180 Santa Ponsa, Calvia, Majorca Spain",0,0,2.5318593,39.5218243
"Avenida Jm Galvan Bello, 38639 Golf del Sur, San Miguel de Abona, Tenerife Spain",0,1,-16.6080809,28.0345018
"Avenida Joan Miro 269, 07015 Cala Major, Majorca Spain",0,1,2.6072215,39.5525606
"Avenida Joao XXI 849, Braga 4715-035 Portugal",0,0,-8.4190039,41.5460819
"Avenida Jose Banus Gray D'Albion, 29660, Marbella Spain",0,0,-4.9559314,36.4866369
"Avenida Jose Malhoa 1, Lisbon 1099-051 Portugal",1,1,-9.1619033,38.7363728
"Avenida Jose Malhoa 23, Lisbon 1070-157 Portugal",1,1,-9.165883,38.7376515
"Avenida Jose Malhoa 8, Lisbon 1099-089 Portugal",0,1,-9.1623617,38.7369132
"Avenida Juan Carlos I 20, 03710 Calpe Spain",0,0,0.07247,38.64375
"Avenida Juan Carlos I, 25 Playa de los Cristianos, 38650 Los Cristianos, Arona, Tenerife Spain",0,1,-16.7120254,28.0506749
"Avenida Juan Carlos I, 35, 35510 Puerto Del Carmen, Lanzarote Spain",0,0,-13.6654197,28.9257192
"Avenida Juventudes Musicales s/n esquina calle Dr. Fedriani, 41015 Seville Spain",0,1,-5.9840566,37.4129503
"Avenida La Cornisa 13, 35130 Puerto Rico, Gran Canaria Spain",0,1,-15.71757,27.78619
"Avenida La Libertad s/n, 11500, El Puerto de Santa Maria Spain",0,0,-6.2487629,36.5913589
"Avenida La Merced, 60, 27600 Sarria Spain",0,0,-7.4208779,42.7784937
"Avenida La Paz 4, 11500, El Puerto de Santa Maria Spain",0,0,-6.2190551,36.5838113
"Avenida Las Adelfas 03, 35508 Costa Teguise, Lanzarote Spain",0,0,-13.4843709,29.0064017
"Avenida Las Palmeras, 12, 07181 Magaluf, Calvia, Majorca Spain",0,0,2.5324897,39.505358
"Avenida Les Palmeres, 4, 07560 Sa Coma, Majorca Spain",0,0,2.7481034,39.4717983
"Avenida Los Pirineos, 22640 Formigal, Sallent de Gallego Spain",0,0,-0.3603271,42.7752543
"Avenida Lugo 213, 15703, Santiago de Compostela Spain",0,0,-8.5334576,42.8810085
"Avenida Luisa Todi 59 Rua Padre Silvestre Serrão 8, Setubal 2900-454 Portugal",0,0,-8.8898708,38.5224719
"Avenida Madrid 1, 45600 Talavera de la Reina Spain",0,0,-4.817923,39.962279
"Avenida Madrid 15, 03503 Benidorm Spain",0,0,-0.1140978,38.5351257
"Avenida Madrid 18, 03503 Benidorm Spain",0,0,-0.1127123,38.5349602
"Avenida Mar Menor 1, 30720 Santiago de la Ribera Spain",0,0,-0.819301,37.8008924
"Avenida Marcelo Celayeta 35, 31014 Pamplona Spain",0,0,-1.6553477,42.826045
"Avenida Marginal Curva dos Pinheiros, Paco de Arcos 2780-142 Portugal",0,0,-9.2837154,38.6975805
"Avenida Mariano Hernandez Caro 131-133, 04740, Roquetas de Mar Spain",0,1,-2.6131965,36.7413654
"Avenida Martin Alonso Pinzon 13-15, 21003 Huelva Spain",0,0,-6.9477895,37.2556052
"Avenida Mediterranea 22, 07870 La Savina, Formentera Spain",0,0,1.4166778,38.7315314
"Avenida Mediterraneo 51 Playa San Cristobal, 18690, Almunecar Spain",0,0,-3.7026493,36.7344446
"Avenida Menendez y Pelayo 51, 41003 Seville Spain",0,0,-6.0266992,37.3599986
"Avenida Miramar s/n, 07871 Es Pujols, Formentera Spain",0,0,1.4569475,38.7220837
"Avenida Mogan s/n, 35130 Puerto Rico, Gran Canaria Spain",0,0,-15.7140079,27.7876069
"Avenida Monsenhor Mendes do Carmo, Guarda 6300-586 Portugal",0,0,-7.2690666,40.5413546
"Avenida Murcia 48, 30180 Bullas Spain",0,0,-1.6596353,38.0516007
"Avenida Nossa Senhora do Amparo, Mirandela 5370-210 Portugal",0,0,-7.1879291,41.484664
"Avenida Octava, 07713 S'Algar, Menorca Spain",0,0,4.3014698,39.8334646
"Avenida Ojos Negros 55 Puerto Sagunto, 46520, Sagunto Spain",0,1,-0.2267746,39.6570391
"Avenida Ordesa 10, 22370 Broto Spain",0,0,-0.1222092,42.6042042
"Avenida Ordesa 7, 22370 Broto Spain",0,0,-0.121901,42.603892
"Avenida Oriental 14, 29670 San Pedro de Alcantara Spain",0,0,-4.988134,36.4865927
"Avenida Pablo Iglesias 32, 46970 Alacuas Spain",0,0,-0.4604462,39.4504716
"Avenida Paisos Catalans n0 11, 43840 Salou Spain",0,1,1.143586,41.0822884
"Avenida Palfuriana 125 - 127, 43880 Coma Ruga Spain",0,0,1.5329858,41.1827568
"Avenida Palmeras 39, 29793, Torrox Spain",0,0,-3.979739,36.733962
"Avenida Palmeras no 15, 35508 Costa Teguise, Lanzarote Spain",0,1,-13.505241,28.9931261
"Avenida Palmeras s/n, 35130 Puerto Rico, Gran Canaria Spain",0,0,-15.7089572,27.7926839
"Avenida Papa Luna 115, 12598 Peniscola Spain",0,0,0.4113768,40.3892414
"Avenida Papa Luna 18, 12598 Peniscola Spain",0,0,0.4037566,40.3691512
"Avenida Papa Luna 96, 12598 Peniscola Spain",0,0,0.409536,40.3862208
"Avenida Paradaseca 27, 24500 Villafranca del Bierzo Spain",0,0,-6.8035558,42.610964
"Avenida Pau Casals 1, 17310 Lloret de Mar Spain",0,0,2.855232,41.701098
"Avenida Pedro Barrie de La Maza 3, 15003 La Coruna Spain",0,1,-8.4027403,43.3754544
"Avenida Peguera 44, 07160 Peguera, Calvia, Majorca Spain",0,0,2.4491737,39.5373783
"Avenida Pins s/n, 07687 S'illot, Majorca Spain",0,0,3.3713397,39.5643149
"Avenida Pio XII 3, 45600 Talavera de la Reina Spain",0,0,-4.8196132,39.9639039
"Avenida Platges de Muro 5, 07458 Playa de Muro, Majorca Spain",0,0,3.1177137,39.8054982
"Avenida Playa Serena s/n, 04740, Roquetas de Mar Spain",0,1,-2.6271313,36.723583
"Avenida Playas 11, 35510 Puerto Del Carmen, Lanzarote Spain",0,0,-13.6633391,28.9211158
"Avenida Portugal Dentro del Parque Natural de Los Pinares de Oromana, 41500 Alcala de Guadaira Spain",0,0,-5.8453968,37.3296065
"Avenida Pries 20, 29016 Malaga Spain",0,0,-4.4063297,36.7210726
"Avenida Principe de Asturias 43, 49029, Zamora Spain",0,0,-5.7370991,41.5119305
"Avenida Pueblos 24 San Eugenio, 38660, Adeje, Tenerife Spain",0,0,-16.7310246,28.0793783
"Avenida Puerto 214 Maritimo, 46023, Valencia Spain",0,0,-0.3432414,39.4631124
"Avenida Puerto de Santamaria 7, 03710 Calpe Spain",0,0,0.0441978,38.6459183
"Avenida Quinto Centenario s/n, 11540 Sanlucar de Barrameda Spain",0,0,-6.3583696,36.7759479
"Avenida Regne de Valencia 88 Bajo, 46006, Valencia Spain",0,0,-0.3624235,39.4622434
"Avenida Rei Jaume I 115 Avenida Rey Jaume I, 115, 07180 Santa Ponsa, Calvia, Majorca Spain",0,0,2.4869631,39.5175203
"Avenida Richard J Yeoward 1, 38400 Puerto de la Cruz, Tenerife Spain",1,1,-16.5381291,28.4111458
"Avenida Rigo 21 esquina Avenida Son Rigo con Calle Mar Báltica, 07610 Playa de Palma, Majorca Spain",0,0,2.7430255,39.5228436
"Avenida Ris 21, 39180 Noja Spain",0,0,-3.5295308,43.4830549
"Avenida Rocio 2, 30007 Murcia Spain",0,0,-1.116631,37.992046
"Avenida Ruzafa 37, 03501 Benidorm Spain",0,0,-0.1299555,38.5383861
"Avenida Sagunto 37, 44002 Teruel Spain",0,0,-1.1019768,40.3341568
"Avenida Salamanca, 10600 Plasencia Spain",0,0,-6.0912428,40.0405361
"Avenida Salvador Allende 39 Torremolinos - Malaga, 29620 Torremolinos Spain",0,1,-4.5096299,36.6018199
"Avenida San Martin de Valdeiglesias 4, 28922 Alcorcon Spain",1,1,-3.8229565,40.3571605
"Avenida Santa Amalia 2, 29640 Fuengirola Spain",0,0,-4.6268361,36.5346116
"Avenida Santiago 22, 27861 Covas, Viveiro Spain",0,0,-7.611337,43.6700332
"Avenida Santiago Puig 5, 38650 Playa de las Americas, Arona, Tenerife Spain",0,0,-16.728169,28.0619229
"Avenida Sarria s/n, 27170 Portomarin Spain",0,0,-7.6171536,42.806571
"Avenida Ses Savines 148, 07560 Sa Coma, Majorca Spain",0,0,3.372823,39.571414
"Avenida Sobrarbe 10, 22330 Ainsa Spain",0,0,0.1401747,42.4139943
"Avenida Sofia,12, 08870 Sitges Spain",0,1,1.8038354,41.2346898
"Avenida Suero de Quinones 15, 24002 Leon Spain",0,0,-5.5775774,42.6020493
"Avenida Teniente Dominguez 6 Pegado Al Puente De La Isla De La Toja, 36989, O Grove Spain",0,0,-8.8580717,42.4875563
"Avenida Tercera, 07713 S'Algar, Menorca Spain",0,0,4.2988144,39.8326888
"Avenida Thomson n 4, 35100, Maspalomas, Gran Canaria Spain",0,0,-15.5992986,27.757121
"Avenida Tirma, 8, 35100 Playa del Ingles, Maspalomas, Gran Canaria Spain",0,0,-15.5699934,27.7584785
"Avenida Tivoli Unity H4, Vilamoura, Quarteira 8125-410 Portugal",0,1,-8.1155697,37.0779389
"Avenida Tivoli, Vilamoura, Quarteira 8125-410 Portugal",0,0,-8.1155697,37.0779389
"Avenida Toledo s/n, 45600 Talavera de la Reina Spain",0,0,-4.8249962,39.962906
"Avenida Tomas Blanes Tolosa 4, 07181, Calvia, Majorca Spain",0,1,2.5660423,39.5343812
"Avenida Torreblanca 5 N-340, Km 213, 29640 Fuengirola Spain",0,0,-4.6057168,36.5631596
"Avenida Torrenova 51, 07181 Palmanova, Calvia, Majorca Spain",0,1,2.5429206,39.5115098
"Avenida Touroperador Neckermann 14, 35100, Maspalomas, Gran Canaria Spain",0,0,-15.5873171,27.7577035
"Avenida Touroperador Neckermann 3 San Bartolomé de Tirajana. Gran Canaria. España, 35100, Maspalomas, Gran Canaria Spain",0,0,-15.5868379,27.7574916
"Avenida Touroperador Ols Wings 1 Campo International Maspalomas, 35100, Maspalomas, Gran Canaria Spain",0,0,-15.5974149,27.7553386
"Avenida Touroperador Tjaereborg 6 Urbanizacion Campo de Golf de Maspalomas, 35100, Maspalomas, Gran Canaria Spain",0,1,-15.5875633,27.7549412
"Avenida Touroperador Vingresor 24, 35100, Maspalomas, Gran Canaria Spain",0,0,-15.5941269,27.7574219
"Avenida Tulio Espanca, Evora 7005-840 Portugal",0,1,-7.9182558,38.5671351
"Avenida US 5, 35100 Playa del Ingles, Maspalomas, Gran Canaria Spain",0,0,-15.5777616,27.763881
"Avenida Valencia del Cid 2 bis, 09002 Burgos Spain",0,0,-3.6988812,42.343168
"Avenida Valle Menendez 6, 38650 Los Cristianos, Arona, Tenerife Spain",0,0,-16.7146825,28.0523906
"Avenida Veneguera 10, 35130 Puerto Rico, Gran Canaria Spain",0,0,-15.7157031,27.7868187
"Avenida Veneguera 3, 35130 Puerto Rico, Gran Canaria Spain",0,0,-15.7158126,27.7864734
"Avenida Verge del Toro 2, 07750 Ferreries, Menorca Spain",0,0,4.0115464,39.9833018
"Avenida Vila de Tossa 46, 17310 Lloret de Mar Spain",0,0,2.8491381,41.7040462
"Avenida Vilagarcia 8, 36630, Cambados Spain",0,0,-8.8130466,42.5203045
"Avenida Vivar Tellez 85, 29700 Velez-Malaga Spain",0,0,-4.099458,36.7718161
"Avenida Zaragoza 5, 31003 Pamplona Spain",0,1,-1.6430501,42.8120586
"Avenida Zumalacarregui, 40, 48006 Bilbao Spain",0,1,-2.9132216,43.2575703
"Avenida da Belgica 203A, Viseu 3510-159 Portugal",0,0,-7.9211768,40.6730654
"Avenida da Franca 162, Porto 4050-278 Portugal",0,0,-8.6281152,41.1603444
"Avenida da Liberdade 180 B Old Baixa, Lisbon 1250-146 Portugal",0,1,-9.14474,38.720311
"Avenida da Liberdade 185, Lisbon 1269-050 Portugal",0,1,-9.1472786,38.7210471
"Avenida da Liberdade, 164, Lisbon 1250-146 Portugal",0,1,-9.1445331,38.7197499
"Avenida da Republica 46, Lisbon 1050-195 Portugal",0,1,-9.1458932,38.7397719
"Avenida da Republica 93, Lisbon 1050-190 Portugal",0,1,-9.1476748,38.7434898
"Avenida das Comunidades Portuguesas, Lagos 8600-501 Portugal",0,0,-8.6778523,37.0963698
"Avenida de Antonio Machado 60 Benalmádena Costa, 29630, Benalmadena Spain",0,0,-4.5221398,36.5943158
"Avenida de Badajoz Edificio Pousada de Elvas, Elvas 7350-097 Portugal",0,0,-7.1644203,38.8748766
"Avenida de Badajoz numero 79, Nazare 2450-076 Portugal",0,0,-9.0578805,39.6030553
